Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Seg;09:30:00;11:00:00;07/11/2022;Sala Aulas Mestrado;2,00E+05;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Qua;14:00:00;15:30:00;09/11/2022;Sala Aulas Mestrado;D1.06;28;Horário sala visível portal público, Laboratório de Informática
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Sex;20:00:00;21:00:00;14/10/2022;Sala Aulas Mestrado;C2.02;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Ter;17:30:00;19:30:00;22/11/2022;Sala Aulas Mestrado;2,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Sex;09:30:00;11:00:00;28/10/2022;Sala Aulas Mestrado;2,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;Sex;12:00:00;13:30:00;09/12/2022;Sala Aulas Mestrado;C5.01;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Qua;16:30:00;18:00:00;19/10/2022;BYOD (Bring Your Own Device);AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Seg;16:00:00;20:00:00;19/09/2022;BYOD (Bring Your Own Device);0S02;41;Horário sala visível portal público, Laboratório de Informática
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Qui;14:00:00;17:00:00;27/10/2022;BYOD (Bring Your Own Device);Auditório B2.03;180;Horário sala visível portal público, videoconferencia
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Sex;17:30:00;19:00:00;18/11/2022;BYOD (Bring Your Own Device);C5.09;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Seg;18:30:00;20:00:00;28/11/2022;BYOD (Bring Your Own Device);2,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Sex;10:30:00;12:00:00;21/10/2022;BYOD (Bring Your Own Device);D1.12;27;Horário sala visível portal público, Laboratório de Informática
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Qua;18:00:00;20:30:00;14/09/2022;Sala de Aulas normal;2,00E+05;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Seg;14:00:00;16:00:00;05/12/2022;Sala de Aulas normal;D1.01;35;Horário sala visível portal público, Laboratório de Informática
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Ter;17:30:00;19:30:00;22/11/2022;Sala de Aulas normal;C3.02;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Sáb;13:00:00;15:00:00;12/11/2022;Sala de Aulas normal;D1.07;27;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Qui;18:00:00;19:00:00;03/11/2022;Sala de Aulas normal;D1.07;27;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Qui;14:00:00;17:00:00;27/10/2022;Sala de Aulas normal;D1.02;27;Horário sala visível portal público, Laboratório de Informática
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Seg;08:00:00;09:30:00;05/09/2022;Sala de Aulas normal;AA2.24;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Qui;17:30:00;19:00:00;29/09/2022;Sala de Aulas normal;C5.09;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Sex;16:00:00;20:00:00;23/09/2022;Sala de Aulas normal;Auditório B1.03;204;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MIA;Teoria e História da Arquitetura II;THAIITP01;ARQ-B3, ARQ-B2, ARQ-B1;23;Sáb;14:30:00;17:30:00;03/09/2022;Sala de Aulas normal;C6.10;84;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Qui;18:00:00;20:30:00;06/10/2022;Sala Aulas Mestrado;1,00E+10;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;08:00:00;12:30:00;25/11/2022;Sala Aulas Mestrado;C6.07;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Seg;18:30:00;20:00:00;31/10/2022;Sala Aulas Mestrado;2,00E+04;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sáb;09:30:00;11:00:00;19/11/2022;Sala Aulas Mestrado;AA3.24;28;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Seg;14:30:00;17:30:00;12/12/2022;Sala Aulas Mestrado;1,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;21:00:00;22:30:00;13/01/2023;Sala Aulas Mestrado;C6.08;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Qui;16:00:00;17:30:00;15/12/2022;Sala Aulas Mestrado;1,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Qua;13:00:00;15:00:00;07/09/2022;Sala Aulas Mestrado;B3.04;60;Arq 4, Horário sala visível portal público, Sala de Arquitectura
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Qui;15:30:00;17:00:00;06/10/2022;Sala Aulas Mestrado;2,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Qua;08:30:00;12:30:00;28/09/2022;Sala Aulas Mestrado;C2.01;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;19:30:00;21:30:00;12/11/2022;Sala Aulas Mestrado;C2.01;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qui;16:30:00;18:00:00;10/11/2022;Sala Aulas Mestrado;2,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;09:00:00;13:00:00;13/01/2023;Sala Aulas Mestrado;2,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;13:30:00;15:00:00;12/10/2022;Sala Aulas Mestrado;AA2.26;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qui;09:00:00;13:00:00;15/12/2022;Sala Aulas Mestrado;1,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;14:00:00;14/12/2022;Sala Aulas Mestrado;1,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;18:00:00;19:30:00;14/12/2022;Sala Aulas Mestrado;C6.01;54;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;21:00:00;22:30:00;05/11/2022;Sala Aulas Mestrado;2,00E+05;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qui;11:00:00;13:00:00;24/11/2022;Sala Aulas Mestrado;B3.03;60;Arq 3, Horário sala visível portal público, Sala de Arquitectura
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;19:30:00;21:30:00;26/09/2022;Sala Aulas Mestrado;C3.02;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qui;19:30:00;21:00:00;12/01/2023;Sala Aulas Mestrado;AA3.24;28;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;14:00:00;17:00:00;26/11/2022;Sala Aulas Mestrado;2,00E+04;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;20:00:00;22:00:00;09/09/2022;Sala Aulas Mestrado;1,00E+03;52;Horário sala visível portal público, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;18:30:00;21:30:00;21/10/2022;Sala Aulas Mestrado;AA3.30;24;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;16:00:00;17:30:00;17/09/2022;Sala Aulas Mestrado;0S01;41;Horário sala visível portal público, Laboratório de Informática
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Ter;16:00:00;20:00:00;06/12/2022;Sala Aulas Mestrado;1,00E+03;52;Horário sala visível portal público, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qui;11:00:00;13:00:00;06/10/2022;Sala Aulas Mestrado;2,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;13:00:00;14:30:00;10/09/2022;Sala Aulas Mestrado;AA3.26;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;13:30:00;15:30:00;02/11/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sáb;18:30:00;20:30:00;19/11/2022;Sala Aulas Mestrado;C4.08;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Seg;08:30:00;12:30:00;12/09/2022;BYOD (Bring Your Own Device);1,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sáb;18:00:00;19:30:00;08/10/2022;BYOD (Bring Your Own Device);C5.05;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Qui;13:00:00;15:00:00;22/09/2022;BYOD (Bring Your Own Device);AA2.26;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Qua;17:30:00;19:00:00;14/12/2022;BYOD (Bring Your Own Device);C5.07;70;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Seg;08:30:00;12:30:00;31/10/2022;BYOD (Bring Your Own Device);2,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Qui;08:00:00;11:00:00;06/10/2022;BYOD (Bring Your Own Device);AA2.25;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sáb;20:30:00;22:30:00;03/12/2022;BYOD (Bring Your Own Device);AA3.23;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Qua;16:00:00;20:00:00;14/12/2022;BYOD (Bring Your Own Device);C5.06;72;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Seg;09:00:00;12:00:00;31/10/2022;BYOD (Bring Your Own Device);C2.02;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sáb;11:00:00;13:00:00;22/10/2022;BYOD (Bring Your Own Device);0S01;41;Horário sala visível portal público, Laboratório de Informática
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sáb;09:00:00;13:00:00;03/12/2022;Sala Aulas Mestrado;1,00E+04;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;15:30:00;17:00:00;22/09/2022;Sala Aulas Mestrado;C2.01;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qua;13:00:00;16:00:00;16/11/2022;Sala Aulas Mestrado;2,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sáb;15:30:00;17:30:00;22/10/2022;Sala Aulas Mestrado;B2.02;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qua;10:30:00;12:00:00;02/11/2022;Sala Aulas Mestrado;D1.14;27;Horário sala visível portal público, Laboratório de Informática
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sáb;14:30:00;17:30:00;24/09/2022;Sala Aulas Mestrado;D1.09;50;Horário sala visível portal público, Laboratório de Informática
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;20:00:00;21:00:00;22/09/2022;Sala Aulas Mestrado;2,00E+03;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Seg;16:00:00;20:00:00;05/09/2022;Sala Aulas Mestrado;D1.14;27;Horário sala visível portal público, Laboratório de Informática
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qua;09:00:00;11:00:00;07/09/2022;Sala Aulas Mestrado;Auditório Silva Leal;54;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sáb;18:00:00;19:30:00;10/09/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qui;21:00:00;22:30:00;10/11/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Seg;09:30:00;12:30:00;28/11/2022;Sala Aulas Mestrado;C4.07;68;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Ter;14:00:00;15:30:00;18/10/2022;Sala Aulas Mestrado;AA2.29;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;14:30:00;17:30:00;09/12/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;20:00:00;21:00:00;14/12/2022;Sala Aulas Mestrado;D1.12;27;Horário sala visível portal público, Laboratório de Informática
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Ter;14:30:00;16:00:00;25/10/2022;Sala Aulas Mestrado;B2.02;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;17:30:00;19:30:00;18/11/2022;Sala Aulas Mestrado;B2.02;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sáb;13:00:00;15:00:00;08/10/2022;Sala Aulas Mestrado;Auditório C1.04;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sáb;20:00:00;21:00:00;15/10/2022;Sala Aulas Mestrado;D1.10;20;Horário sala visível portal público, Laboratório de Informática
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;18:00:00;19:00:00;16/11/2022;Sala Aulas Mestrado;B3.03;60;Arq 3, Horário sala visível portal público, Sala de Arquitectura
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;09:30:00;12:30:00;21/10/2022;Sala Aulas Mestrado;D1.06;28;Horário sala visível portal público, Laboratório de Informática
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sáb;12:30:00;14:00:00;29/10/2022;Sala Aulas Mestrado;0S01;41;Horário sala visível portal público, Laboratório de Informática
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Seg;16:00:00;20:00:00;05/09/2022;Sala Aulas Mestrado;1,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sáb;15:30:00;17:30:00;24/09/2022;Sala Aulas Mestrado;C6.08;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Seg;16:00:00;18:00:00;07/11/2022;Sala Aulas Mestrado;B3.02;60;Arq 2, Horário sala visível portal público, Sala de Arquitectura
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Seg;17:00:00;19:00:00;31/10/2022;Sala Aulas Mestrado;AA2.23;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala NEE, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sáb;13:00:00;15:00:00;01/10/2022;Sala Aulas Mestrado;AA3.28;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;08:00:00;09:30:00;23/09/2022;Sala Aulas Mestrado;AA2.28;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Seg;18:30:00;21:30:00;31/10/2022;Arq 6;AA3.24;28;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Seg;16:30:00;18:00:00;03/10/2022;Arq 6;AA3.23;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Sáb;10:00:00;13:00:00;12/11/2022;Arq 6;Auditório 0NE02-Caiano Pereira;89;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;13:30:00;15:00:00;24/11/2022;Arq 6;B3.05;60;Arq 5, Arq 9, Horário sala visível portal público, Sala de Arquitectura
