Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;09:30:00;11:00:00;11/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;09:30:00;11:00:00;04/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;02/12/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;25/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;18/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;11/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;04/11/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;11:00:00;12:30:00;07/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;09:30:00;11:00:00;07/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;12/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;28/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;21/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;14/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;12/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;28/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;21/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;14/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;10/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;03/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;26/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;19/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;12/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;10/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;03/10/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;26/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;19/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;12/09/2022;Sala Aulas Mestrado;B2.02;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:00:00;21/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:00:00;14/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:00:00;07/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:00:00;30/09/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;19:30:00;21:00:00;23/09/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:30:00;21/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:30:00;14/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:30:00;07/10/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:30:00;30/09/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
METI;Inteligência e Gestão de Redes e Serviços;M8390T02;METI-PL-A1;29;Sex;18:00:00;19:30:00;23/09/2022;BYOD (Bring Your Own Device);D1.07;27.0;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Ter;11:00:00;12:30:00;29/11/2022;Sala Aulas Mestrado;AA2.29;50.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Sex;08:00:00;09:30:00;02/12/2022;Sala Aulas Mestrado;AA2.29;50.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;13:00:00;14:30:00;24/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;13:00:00;14:30:00;17/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;13:00:00;14:30:00;10/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;13:00:00;14:30:00;03/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;11:00:00;12:30:00;24/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;11:00:00;12:30:00;17/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;11:00:00;12:30:00;10/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Gestão de Canais de Distribuição;M8516TP01;MMA2;38;Qui;11:00:00;12:30:00;03/11/2022;Sala Aulas Mestrado;Auditório 0NE03 - Mário Murteira;89.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;15:00:00;16:30:00;14/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;13:30:00;15:00:00;14/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;09:30:00;11:00:00;12/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;09:30:00;11:00:00;28/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;09:30:00;11:00:00;21/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;09:30:00;11:00:00;14/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;11:00:00;12:30:00;12/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;11:00:00;12:30:00;28/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;11:00:00;12:30:00;21/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Qua;11:00:00;12:30:00;14/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;11:00:00;12:30:00;14/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;11:00:00;12:30:00;30/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;11:00:00;12:30:00;23/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;11:00:00;12:30:00;16/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;09:30:00;11:00:00;14/10/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;09:30:00;11:00:00;30/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;09:30:00;11:00:00;23/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MGSS;Gestão de Operações e Sistema Logístico;03475TP01;MGSSA1;43;Sex;09:30:00;11:00:00;16/09/2022;Sala Aulas Mestrado;AA3.23;52.0;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;15/12/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;24/11/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;17/11/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;10/11/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;03/11/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;27/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;20/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;13/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;06/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;09:30:00;11:00:00;29/09/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;15/12/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;24/11/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;17/11/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;10/11/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;03/11/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;27/10/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;20/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;13/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;06/10/2022;Arq 6;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Desenho III (2020);03823TP02;ARQ-B6, ARQ-B5, ARQ-B4;21;Qui;08:00:00;09:30:00;29/09/2022;Sala de Aulas normal;B3.06;87.0;Sala de Arquitectura, Arq 6, Horário sala visível portal público
